AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress
1619,244,0,Night Market - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico"
1620,244,0,Crystal Bay - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico"
1621,244,0,Botanical Garden - Puerto Rico,"Main Street, Puerto Rico, Puerto Rico"
1622,246,0,Sacred Shrine - San Juan,"Main Street, San Juan, Puerto Rico"
1623,246,0,Crystal Bay - San Juan,"Main Street, San Juan, Puerto Rico"
1624,246,0,Cultural Heritage Center - San Juan,"Main Street, San Juan, Puerto Rico"
1625,246,0,Farmers' Market - San Juan,"Main Street, San Juan, Puerto Rico"
1626,243,0,Art Gallery - Carolina,"Main Street, Carolina, Puerto Rico"
1627,243,0,National Park - Carolina,"Main Street, Carolina, Puerto Rico"
1628,243,0,Wildlife Reserve - Carolina,"Main Street, Carolina, Puerto Rico"
1629,243,0,Sacred Shrine - Carolina,"Main Street, Carolina, Puerto Rico"
1630,248,0,History Museum - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten"
1631,248,0,Golden Sand Beach - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten"
1632,248,0,History Museum - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten"
1633,248,0,Wildlife Reserve - Philipsburg,"Main Street, Philipsburg, St Martin / St Maarten"
1634,250,0,Cultural Heritage Center - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten"
1635,250,0,Cathedral - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten"
1636,250,0,Sacred Shrine - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten"
1637,250,0,Local Bazaar - St Martin / St Maarten,"Main Street, St Martin / St Maarten, St Martin / St Maarten"
1638,247,0,Grand Mosque - Maho,"Main Street, Maho, St Martin / St Maarten"
1639,247,0,Farmers' Market - Maho,"Main Street, Maho, St Martin / St Maarten"
1640,247,0,Science Museum - Maho,"Main Street, Maho, St Martin / St Maarten"
1641,247,0,Sunset Cove - Maho,"Main Street, Maho, St Martin / St Maarten"
1642,252,0,Night Market - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago"
1643,252,0,History Museum - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago"
1644,252,0,Flea Market - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago"
1645,252,0,Cathedral - Port of Spain,"Main Street, Port of Spain, Trinidad and Tobago"
1646,254,0,Cultural Heritage Center - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago"
1647,254,0,Sacred Shrine - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago"
1648,254,0,Local Bazaar - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago"
1649,254,0,Farmers' Market - TRINIDAD AND TOBAGO,"Main Street, TRINIDAD AND TOBAGO, Trinidad and Tobago"
1650,251,0,Ancient Temple - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago"
1651,251,0,Wildlife Reserve - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago"
1652,251,0,Ancient Temple - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago"
1653,251,0,History Museum - Diego Martin,"Main Street, Diego Martin, Trinidad and Tobago"
1654,256,0,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands"
1655,256,0,History Museum - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands"
1656,256,0,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands"
1657,256,0,Paradise Beach - The Bight Settlement,"Main Street, The Bight Settlement, Turks and Caicos Islands"
1658,255,0,Science Museum - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands"
1659,255,0,Cathedral - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands"
1660,255,0,Night Market - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands"
1661,255,0,Golden Sand Beach - Providenciales,"Main Street, Providenciales, Turks and Caicos Islands"
1662,258,0,Paradise Beach - Caye Caulker,"Main Street, Caye Caulker, Belize"
1663,258,0,Ancient Temple - Caye Caulker,"Main Street, Caye Caulker, Belize"
1664,258,0,Local Bazaar - Caye Caulker,"Main Street, Caye Caulker, Belize"
1665,258,0,Night Market - Caye Caulker,"Main Street, Caye Caulker, Belize"
1666,260,0,Paradise Beach - San Ignacio,"Main Street, San Ignacio, Belize"
1667,260,0,Cultural Heritage Center - San Ignacio,"Main Street, San Ignacio, Belize"
1668,260,0,Wildlife Reserve - San Ignacio,"Main Street, San Ignacio, Belize"
1669,260,0,Sacred Shrine - San Ignacio,"Main Street, San Ignacio, Belize"
1670,257,0,Botanical Garden - belize,"Main Street, belize, Belize"
1671,257,0,Cathedral - belize,"Main Street, belize, Belize"
1672,257,0,Science Museum - belize,"Main Street, belize, Belize"
1673,257,0,Golden Sand Beach - belize,"Main Street, belize, Belize"
1674,269,0,Grand Mosque - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica"
1675,269,0,History Museum - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica"
1676,269,0,Wildlife Reserve - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica"
1677,269,0,National Park - Manuel Antonio,"Main Street, Manuel Antonio, Costa Rica"
1678,277,0,Grand Mosque - Playa Samara,"Main Street, Playa Samara, Costa Rica"
1679,277,0,Wildlife Reserve - Playa Samara,"Main Street, Playa Samara, Costa Rica"
1680,277,0,History Museum - Playa Samara,"Main Street, Playa Samara, Costa Rica"
1681,277,0,Paradise Beach - Playa Samara,"Main Street, Playa Samara, Costa Rica"
1682,261,0,Art Gallery - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica"
1683,261,0,Eco Park - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica"
1684,261,0,Farmers' Market - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica"
1685,261,0,Science Museum - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica"
1686,286,0,Flea Market - El Remate,"Main Street, El Remate, Guatemala"
1687,286,0,Night Market - El Remate,"Main Street, El Remate, Guatemala"
1688,286,0,Local Bazaar - El Remate,"Main Street, El Remate, Guatemala"
1689,286,0,Local Bazaar - El Remate,"Main Street, El Remate, Guatemala"
1690,289,0,History Museum - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala"
1691,289,0,Paradise Beach - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala"
1692,289,0,Flea Market - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala"
1693,289,0,Paradise Beach - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala"
1694,287,0,Crystal Bay - Guatemala,"Main Street, Guatemala, Guatemala"
1695,287,0,Farmers' Market - Guatemala,"Main Street, Guatemala, Guatemala"
1696,287,0,Ancient Temple - Guatemala,"Main Street, Guatemala, Guatemala"
1697,287,0,Science Museum - Guatemala,"Main Street, Guatemala, Guatemala"
1698,291,0,Sacred Shrine - Roatan,"Main Street, Roatan, Honduras"
1699,291,0,Eco Park - Roatan,"Main Street, Roatan, Honduras"
1700,291,0,National Park - Roatan,"Main Street, Roatan, Honduras"
1701,291,0,Grand Mosque - Roatan,"Main Street, Roatan, Honduras"
1702,290,0,Flea Market - goprohonduras,"Main Street, goprohonduras, Honduras"
1703,290,0,Eco Park - goprohonduras,"Main Street, goprohonduras, Honduras"
1704,290,0,Eco Park - goprohonduras,"Main Street, goprohonduras, Honduras"
1705,290,0,Cultural Heritage Center - goprohonduras,"Main Street, goprohonduras, Honduras"
1706,293,0,Flea Market - Leon,"Main Street, Leon, Nicaragua"
1707,293,0,Cathedral - Leon,"Main Street, Leon, Nicaragua"
1708,293,0,Eco Park - Leon,"Main Street, Leon, Nicaragua"
1709,293,0,Sacred Shrine - Leon,"Main Street, Leon, Nicaragua"
1710,295,0,Sacred Shrine - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua"
1711,295,0,Golden Sand Beach - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua"
1712,295,0,Paradise Beach - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua"
1713,295,0,Science Museum - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua"
1714,292,0,Cultural Heritage Center - Granada,"Main Street, Granada, Nicaragua"
1715,292,0,Eco Park - Granada,"Main Street, Granada, Nicaragua"
1716,292,0,Golden Sand Beach - Granada,"Main Street, Granada, Nicaragua"
1717,292,0,Wildlife Reserve - Granada,"Main Street, Granada, Nicaragua"
1718,297,0,History Museum - Colon,"Main Street, Colon, Panama"
1719,297,0,Golden Sand Beach - Colon,"Main Street, Colon, Panama"
1720,297,0,Paradise Beach - Colon,"Main Street, Colon, Panama"
1721,297,0,Botanical Garden - Colon,"Main Street, Colon, Panama"
1722,300,0,History Museum - Penonome,"Main Street, Penonome, Panama"
1723,300,0,Ancient Temple - Penonome,"Main Street, Penonome, Panama"
1724,300,0,National Park - Penonome,"Main Street, Penonome, Panama"
1725,300,0,Crystal Bay - Penonome,"Main Street, Penonome, Panama"
1726,298,0,Sacred Shrine - Panama,"Main Street, Panama, Panama"
1727,298,0,Flea Market - Panama,"Main Street, Panama, Panama"
1728,298,0,Flea Market - Panama,"Main Street, Panama, Panama"
1729,298,0,Cultural Heritage Center - Panama,"Main Street, Panama, Panama"
1730,310,0,Cultural Heritage Center - Antigonish,"Main Street, Antigonish, Canada"
1731,310,0,Grand Mosque - Antigonish,"Main Street, Antigonish, Canada"
1732,310,0,Sacred Shrine - Antigonish,"Main Street, Antigonish, Canada"
1733,310,0,Golden Sand Beach - Antigonish,"Main Street, Antigonish, Canada"
1734,547,0,Art Gallery - Trail,"Main Street, Trail, Canada"
1735,547,0,Sacred Shrine - Trail,"Main Street, Trail, Canada"
1736,547,0,Cathedral - Trail,"Main Street, Trail, Canada"
1737,547,0,History Museum - Trail,"Main Street, Trail, Canada"
1738,440,0,Cathedral - Montr̩al,"Main Street, Montr̩al, Canada"
1739,440,0,Golden Sand Beach - Montr̩al,"Main Street, Montr̩al, Canada"
1740,440,0,National Park - Montr̩al,"Main Street, Montr̩al, Canada"
1741,440,0,Golden Sand Beach - Montr̩al,"Main Street, Montr̩al, Canada"
1742,584,0,Eco Park - Greenland,"Main Street, Greenland, Greenland"
1743,584,0,Paradise Beach - Greenland,"Main Street, Greenland, Greenland"
1744,584,0,Botanical Garden - Greenland,"Main Street, Greenland, Greenland"
1745,584,0,National Park - Greenland,"Main Street, Greenland, Greenland"
1746,604,0,National Park - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico"
1747,604,0,Cathedral - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico"
1748,604,0,Flea Market - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico"
1749,604,0,Cathedral - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico"
1750,634,0,Grand Mosque - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico"
1751,634,0,Art Gallery - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico"
1752,634,0,Ancient Temple - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico"
1753,634,0,Botanical Garden - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico"
1754,633,0,Paradise Beach - Tulum,"Main Street, Tulum, Mexico"
1755,633,0,Ancient Temple - Tulum,"Main Street, Tulum, Mexico"
1756,633,0,History Museum - Tulum,"Main Street, Tulum, Mexico"
1757,633,0,Sacred Shrine - Tulum,"Main Street, Tulum, Mexico"
1758,1217,0,Night Market - Incline Village,"Main Street, Incline Village, United States"
1759,1217,0,Art Gallery - Incline Village,"Main Street, Incline Village, United States"
1760,1217,0,Crystal Bay - Incline Village,"Main Street, Incline Village, United States"
1761,1217,0,Science Museum - Incline Village,"Main Street, Incline Village, United States"
1762,1785,0,Local Bazaar - Safety Harbor,"Main Street, Safety Harbor, United States"
1763,1785,0,History Museum - Safety Harbor,"Main Street, Safety Harbor, United States"
1764,1785,0,National Park - Safety Harbor,"Main Street, Safety Harbor, United States"
1765,1785,0,Science Museum - Safety Harbor,"Main Street, Safety Harbor, United States"
1766,1021,0,Sacred Shrine - Evansville,"Main Street, Evansville, United States"
1767,1021,0,Wildlife Reserve - Evansville,"Main Street, Evansville, United States"
1768,1021,0,Art Gallery - Evansville,"Main Street, Evansville, United States"
1769,1021,0,Golden Sand Beach - Evansville,"Main Street, Evansville, United States"
1770,2159,0,Cathedral - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina"
1771,2159,0,Cathedral - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina"
1772,2159,0,Eco Park - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina"
1773,2159,0,Wildlife Reserve - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina"
1774,2157,0,Sacred Shrine - Province of Cordoba,"Main Street, Province of Cordoba, Argentina"
1775,2157,0,Eco Park - Province of Cordoba,"Main Street, Province of Cordoba, Argentina"
1776,2157,0,Local Bazaar - Province of Cordoba,"Main Street, Province of Cordoba, Argentina"
1777,2157,0,Sacred Shrine - Province of Cordoba,"Main Street, Province of Cordoba, Argentina"
1778,2148,0,Wildlife Reserve - Argentina,"Main Street, Argentina, Argentina"
1779,2148,0,Wildlife Reserve - Argentina,"Main Street, Argentina, Argentina"
1780,2148,0,Flea Market - Argentina,"Main Street, Argentina, Argentina"
1781,2148,0,Crystal Bay - Argentina,"Main Street, Argentina, Argentina"
1782,2161,0,Local Bazaar - Cochabamba,"Main Street, Cochabamba, Bolivia"
1783,2161,0,Grand Mosque - Cochabamba,"Main Street, Cochabamba, Bolivia"
1784,2161,0,Botanical Garden - Cochabamba,"Main Street, Cochabamba, Bolivia"
1785,2161,0,Wildlife Reserve - Cochabamba,"Main Street, Cochabamba, Bolivia"
1786,2162,0,Flea Market - La Paz,"Main Street, La Paz, Bolivia"
1787,2162,0,Botanical Garden - La Paz,"Main Street, La Paz, Bolivia"
1788,2162,0,Ancient Temple - La Paz,"Main Street, La Paz, Bolivia"
1789,2162,0,Art Gallery - La Paz,"Main Street, La Paz, Bolivia"
1790,2163,0,Ancient Temple - Santa Cruz,"Main Street, Santa Cruz, Bolivia"
1791,2163,0,Botanical Garden - Santa Cruz,"Main Street, Santa Cruz, Bolivia"
1792,2163,0,Farmers' Market - Santa Cruz,"Main Street, Santa Cruz, Bolivia"
1793,2163,0,Botanical Garden - Santa Cruz,"Main Street, Santa Cruz, Bolivia"
1794,2183,0,Cathedral - Jericoacoara,"Main Street, Jericoacoara, Brazil"
1795,2183,0,National Park - Jericoacoara,"Main Street, Jericoacoara, Brazil"
1796,2183,0,Golden Sand Beach - Jericoacoara,"Main Street, Jericoacoara, Brazil"
1797,2183,0,Sacred Shrine - Jericoacoara,"Main Street, Jericoacoara, Brazil"
1798,2213,0,Botanical Garden - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil"
1799,2213,0,Ancient Temple - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil"
1800,2213,0,Paradise Beach - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil"
1801,2213,0,Science Museum - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil"
1802,2212,0,Golden Sand Beach - Sorocaba,"Main Street, Sorocaba, Brazil"
1803,2212,0,Night Market - Sorocaba,"Main Street, Sorocaba, Brazil"
1804,2212,0,Botanical Garden - Sorocaba,"Main Street, Sorocaba, Brazil"
1805,2212,0,Grand Mosque - Sorocaba,"Main Street, Sorocaba, Brazil"
1806,2228,0,Night Market - Valparaiso,"Main Street, Valparaiso, Chile"
1807,2228,0,Local Bazaar - Valparaiso,"Main Street, Valparaiso, Chile"
1808,2228,0,Wildlife Reserve - Valparaiso,"Main Street, Valparaiso, Chile"
1809,2228,0,Science Museum - Valparaiso,"Main Street, Valparaiso, Chile"
1810,2227,0,Cathedral - Valdivia,"Main Street, Valdivia, Chile"
1811,2227,0,Cathedral - Valdivia,"Main Street, Valdivia, Chile"
1812,2227,0,Golden Sand Beach - Valdivia,"Main Street, Valdivia, Chile"
1813,2227,0,Eco Park - Valdivia,"Main Street, Valdivia, Chile"
1814,2218,0,Night Market - Chile,"Main Street, Chile, Chile"
1815,2218,0,Cathedral - Chile,"Main Street, Chile, Chile"
1816,2218,0,Eco Park - Chile,"Main Street, Chile, Chile"
1817,2218,0,Farmers' Market - Chile,"Main Street, Chile, Chile"
1818,2231,0,Grand Mosque - Cali,"Main Street, Cali, Colombia"
1819,2231,0,Paradise Beach - Cali,"Main Street, Cali, Colombia"
1820,2231,0,Sunset Cove - Cali,"Main Street, Cali, Colombia"
1821,2231,0,Ancient Temple - Cali,"Main Street, Cali, Colombia"
1822,2235,0,Science Museum - Popayan,"Main Street, Popayan, Colombia"
1823,2235,0,Golden Sand Beach - Popayan,"Main Street, Popayan, Colombia"
1824,2235,0,Paradise Beach - Popayan,"Main Street, Popayan, Colombia"
1825,2235,0,Cultural Heritage Center - Popayan,"Main Street, Popayan, Colombia"
1826,2230,0,Crystal Bay - Bogota,"Main Street, Bogota, Colombia"
1827,2230,0,Ancient Temple - Bogota,"Main Street, Bogota, Colombia"
1828,2230,0,Crystal Bay - Bogota,"Main Street, Bogota, Colombia"
1829,2230,0,Science Museum - Bogota,"Main Street, Bogota, Colombia"
1830,2238,0,Night Market - Cuenca,"Main Street, Cuenca, Ecuador"
1831,2238,0,Farmers' Market - Cuenca,"Main Street, Cuenca, Ecuador"
1832,2238,0,Local Bazaar - Cuenca,"Main Street, Cuenca, Ecuador"
1833,2238,0,Sacred Shrine - Cuenca,"Main Street, Cuenca, Ecuador"
1834,2239,0,Sacred Shrine - Guayaquil,"Main Street, Guayaquil, Ecuador"
1835,2239,0,Science Museum - Guayaquil,"Main Street, Guayaquil, Ecuador"
1836,2239,0,National Park - Guayaquil,"Main Street, Guayaquil, Ecuador"
1837,2239,0,Golden Sand Beach - Guayaquil,"Main Street, Guayaquil, Ecuador"
1838,2243,0,Night Market - Tena,"Main Street, Tena, Ecuador"
1839,2243,0,Grand Mosque - Tena,"Main Street, Tena, Ecuador"
1840,2243,0,Eco Park - Tena,"Main Street, Tena, Ecuador"
1841,2243,0,Golden Sand Beach - Tena,"Main Street, Tena, Ecuador"
1842,2246,0,Botanical Garden - Cusco,"Main Street, Cusco, Peru"
1843,2246,0,Farmers' Market - Cusco,"Main Street, Cusco, Peru"
1844,2246,0,Night Market - Cusco,"Main Street, Cusco, Peru"
1845,2246,0,Crystal Bay - Cusco,"Main Street, Cusco, Peru"
1846,2248,0,Flea Market - Santa Lucia,"Main Street, Santa Lucia, Peru"
1847,2248,0,Ancient Temple - Santa Lucia,"Main Street, Santa Lucia, Peru"
1848,2248,0,Wildlife Reserve - Santa Lucia,"Main Street, Santa Lucia, Peru"
1849,2248,0,Farmers' Market - Santa Lucia,"Main Street, Santa Lucia, Peru"
1850,2245,0,Flea Market - Aguas Calientes,"Main Street, Aguas Calientes, Peru"
1851,2245,0,Wildlife Reserve - Aguas Calientes,"Main Street, Aguas Calientes, Peru"
1852,2245,0,Sunset Cove - Aguas Calientes,"Main Street, Aguas Calientes, Peru"
1853,2245,0,Art Gallery - Aguas Calientes,"Main Street, Aguas Calientes, Peru"
1854,2249,0,Flea Market - Paramaribo,"Main Street, Paramaribo, Suriname"
1855,2249,0,Grand Mosque - Paramaribo,"Main Street, Paramaribo, Suriname"
1856,2249,0,Paradise Beach - Paramaribo,"Main Street, Paramaribo, Suriname"
1857,2249,0,Botanical Garden - Paramaribo,"Main Street, Paramaribo, Suriname"
1858,2251,0,Wildlife Reserve - Punta del Este,"Main Street, Punta del Este, Uruguay"
1859,2251,0,Ancient Temple - Punta del Este,"Main Street, Punta del Este, Uruguay"
1860,2251,0,History Museum - Punta del Este,"Main Street, Punta del Este, Uruguay"
1861,2251,0,Art Gallery - Punta del Este,"Main Street, Punta del Este, Uruguay"
1862,2250,0,Farmers' Market - Montevideo,"Main Street, Montevideo, Uruguay"
1863,2250,0,Ancient Temple - Montevideo,"Main Street, Montevideo, Uruguay"
1864,2250,0,Grand Mosque - Montevideo,"Main Street, Montevideo, Uruguay"
1865,2250,0,History Museum - Montevideo,"Main Street, Montevideo, Uruguay"
1866,2252,0,Ancient Temple - Caracas,"Main Street, Caracas, Venezuela"
1867,2252,0,Sacred Shrine - Caracas,"Main Street, Caracas, Venezuela"
1868,2252,0,History Museum - Caracas,"Main Street, Caracas, Venezuela"
1869,2252,0,Botanical Garden - Caracas,"Main Street, Caracas, Venezuela"
1870,2253,0,History Museum - Asia,"Main Street, Asia, Asia"
1871,2253,0,Grand Mosque - Asia,"Main Street, Asia, Asia"
1872,2253,0,History Museum - Asia,"Main Street, Asia, Asia"
1873,2253,0,Botanical Garden - Asia,"Main Street, Asia, Asia"
1874,2254,0,Crystal Bay - Yerevan,"Main Street, Yerevan, Armenia"
1875,2254,0,Botanical Garden - Yerevan,"Main Street, Yerevan, Armenia"
1876,2254,0,Flea Market - Yerevan,"Main Street, Yerevan, Armenia"
1877,2254,0,Cathedral - Yerevan,"Main Street, Yerevan, Armenia"
1878,2255,0,National Park - Aktau,"Main Street, Aktau, Kazakhstan"
1879,2255,0,Local Bazaar - Aktau,"Main Street, Aktau, Kazakhstan"
1880,2255,0,Botanical Garden - Aktau,"Main Street, Aktau, Kazakhstan"
1881,2255,0,Ancient Temple - Aktau,"Main Street, Aktau, Kazakhstan"
1882,2256,0,Science Museum - Almaty,"Main Street, Almaty, Kazakhstan"
1883,2256,0,Paradise Beach - Almaty,"Main Street, Almaty, Kazakhstan"
1884,2256,0,Crystal Bay - Almaty,"Main Street, Almaty, Kazakhstan"
1885,2256,0,Grand Mosque - Almaty,"Main Street, Almaty, Kazakhstan"
1886,2260,0,Botanical Garden - Kaztsik,"Main Street, Kaztsik, Kazakhstan"
1887,2260,0,Farmers' Market - Kaztsik,"Main Street, Kaztsik, Kazakhstan"
1888,2260,0,Sunset Cove - Kaztsik,"Main Street, Kaztsik, Kazakhstan"
1889,2260,0,Ancient Temple - Kaztsik,"Main Street, Kaztsik, Kazakhstan"
1890,2261,0,Sacred Shrine - Bishkek,"Main Street, Bishkek, Kyrgyzstan"
1891,2261,0,Golden Sand Beach - Bishkek,"Main Street, Bishkek, Kyrgyzstan"
1892,2261,0,Science Museum - Bishkek,"Main Street, Bishkek, Kyrgyzstan"
1893,2261,0,Cathedral - Bishkek,"Main Street, Bishkek, Kyrgyzstan"
1894,2263,0,Grand Mosque - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia"
1895,2263,0,Grand Mosque - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia"
1896,2263,0,Cathedral - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia"
1897,2263,0,Night Market - Ulaanbaatar,"Main Street, Ulaanbaatar, Mongolia"
1898,2262,0,History Museum - Mongolia,"Main Street, Mongolia, Mongolia"
1899,2262,0,Sacred Shrine - Mongolia,"Main Street, Mongolia, Mongolia"
1900,2262,0,History Museum - Mongolia,"Main Street, Mongolia, Mongolia"
1901,2262,0,Crystal Bay - Mongolia,"Main Street, Mongolia, Mongolia"
1902,2264,0,Wildlife Reserve - Ashgabat,"Main Street, Ashgabat, Turkmenistan"
1903,2264,0,Sunset Cove - Ashgabat,"Main Street, Ashgabat, Turkmenistan"
1904,2264,0,Ancient Temple - Ashgabat,"Main Street, Ashgabat, Turkmenistan"
1905,2264,0,Flea Market - Ashgabat,"Main Street, Ashgabat, Turkmenistan"
1906,2265,0,Paradise Beach - Tavaksay,"Main Street, Tavaksay, Uzbekistan"
1907,2265,0,Botanical Garden - Tavaksay,"Main Street, Tavaksay, Uzbekistan"
1908,2265,0,Grand Mosque - Tavaksay,"Main Street, Tavaksay, Uzbekistan"
1909,2265,0,Sunset Cove - Tavaksay,"Main Street, Tavaksay, Uzbekistan"
1910,2266,0,Night Market - Beijing,"Main Street, Beijing, China"
1911,2266,0,Local Bazaar - Beijing,"Main Street, Beijing, China"
1912,2266,0,Crystal Bay - Beijing,"Main Street, Beijing, China"
1913,2266,0,Wildlife Reserve - Beijing,"Main Street, Beijing, China"
1914,2271,0,History Museum - China,"Main Street, China, China"
1915,2271,0,Local Bazaar - China,"Main Street, China, China"
1916,2271,0,Cathedral - China,"Main Street, China, China"
1917,2271,0,Science Museum - China,"Main Street, China, China"
1918,2296,0,Flea Market - Sanya,"Main Street, Sanya, China"
1919,2296,0,Flea Market - Sanya,"Main Street, Sanya, China"
1920,2296,0,Sunset Cove - Sanya,"Main Street, Sanya, China"
1921,2296,0,Sunset Cove - Sanya,"Main Street, Sanya, China"
1922,2324,0,Flea Market - Hongkong,"Main Street, Hongkong, Hong Kong"
1923,2324,0,Paradise Beach - Hongkong,"Main Street, Hongkong, Hong Kong"
1924,2324,0,National Park - Hongkong,"Main Street, Hongkong, Hong Kong"
1925,2324,0,Ancient Temple - Hongkong,"Main Street, Hongkong, Hong Kong"
1926,2327,0,Cathedral - Wan Chai,"Main Street, Wan Chai, Hong Kong"
1927,2327,0,Cathedral - Wan Chai,"Main Street, Wan Chai, Hong Kong"
1928,2327,0,Science Museum - Wan Chai,"Main Street, Wan Chai, Hong Kong"
1929,2327,0,Ancient Temple - Wan Chai,"Main Street, Wan Chai, Hong Kong"
1930,2325,0,Science Museum - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong"
1931,2325,0,Local Bazaar - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong"
1932,2325,0,Science Museum - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong"
1933,2325,0,Local Bazaar - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong"
1934,2368,0,Art Gallery - Maniwa,"Main Street, Maniwa, Japan"
1935,2368,0,Wildlife Reserve - Maniwa,"Main Street, Maniwa, Japan"
1936,2368,0,Cultural Heritage Center - Maniwa,"Main Street, Maniwa, Japan"
1937,2368,0,Flea Market - Maniwa,"Main Street, Maniwa, Japan"
1938,2350,0,Wildlife Reserve - Iwakuni,"Main Street, Iwakuni, Japan"
1939,2350,0,Golden Sand Beach - Iwakuni,"Main Street, Iwakuni, Japan"
1940,2350,0,History Museum - Iwakuni,"Main Street, Iwakuni, Japan"
1941,2350,0,Local Bazaar - Iwakuni,"Main Street, Iwakuni, Japan"
1942,2383,0,Crystal Bay - nyk,"Main Street, nyk, Japan"
1943,2383,0,Sacred Shrine - nyk,"Main Street, nyk, Japan"
1944,2383,0,Grand Mosque - nyk,"Main Street, nyk, Japan"
1945,2383,0,Night Market - nyk,"Main Street, nyk, Japan"
1946,2422,0,Cultural Heritage Center - North Pyongan Province,"Main Street, North Pyongan Province, North Korea"
1947,2422,0,Cathedral - North Pyongan Province,"Main Street, North Pyongan Province, North Korea"
1948,2422,0,Night Market - North Pyongan Province,"Main Street, North Pyongan Province, North Korea"
1949,2422,0,Flea Market - North Pyongan Province,"Main Street, North Pyongan Province, North Korea"
1950,2450,0,Golden Sand Beach - Wonju,"Main Street, Wonju, South Korea"
1951,2450,0,Cultural Heritage Center - Wonju,"Main Street, Wonju, South Korea"
1952,2450,0,Ancient Temple - Wonju,"Main Street, Wonju, South Korea"
1953,2450,0,Ancient Temple - Wonju,"Main Street, Wonju, South Korea"
